TO,FROM,REASON,SERVER,DATE,CHANNEL
HannahJoJo#7708,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
jugaadbhatia#0949,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
liviade#1387,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
metaverde#2503,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
Vyvy-vi#5040,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
natesuits#4789,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
merkle_🏴#6848,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
Yonks#7762,eduardovegap#0422,"for Joining the TEC Orientation call! Thanks for everyone's questions and dialogue, it was amazing to have such a group of people interested on our communities! 😄 ",Token Engineering Commons,Oct-06-2021,🙏｜praise
Vyvy-vi#5040,Tam2140#9361,for jumping into a call at the last minute and spending an hour to figure out how we can get unstuck with getting TEC working in Boardroom. Looks like we are almost there. ,Token Engineering Commons,Oct-06-2021,🙏｜praise
natesuits#4789,Tam2140#9361,for championing Boardroom and working to get us live there to facilitate governance and also give more exposure to the TEC. ,Token Engineering Commons,Oct-06-2021,🙏｜praise
eduardovegap#0422,liviade#1387,for facilitating the orientation call today and for making the newcomers feel welcome and open to ask questions! ,Token Engineering Commons,Oct-06-2021,🙏｜praise
Zeptimus#3359,griff#3281,for recording so many calls and managing the youtube to make it looks os pretty ,Token Engineering Commons,Oct-06-2021,🙏｜praise
Dan Knobelsdorf.eth#0326,T-Rossi#1714,@Dan Knobelsdorf.eth  for guidance and a heads up about the activation of the Trusted Seed and for kindly supporting me for some issue in the minting process 🙂 ,Commons Stack,Oct-07-2021,🙌praise
mafer_cordovas#1034,T-Rossi#1714,@Dan Knobelsdorf.eth  for guidance and a heads up about the activation of the Trusted Seed and for kindly supporting me for some issue in the minting process 🙂 ,Commons Stack,Oct-07-2021,🙌praise
Yineisy Mota#1449,T-Rossi#1714,@Yineisy Mota for adding the Praise Giver role to my profile 🙏 ,Commons Stack,Oct-07-2021,🙌praise
fabiomendes#4802,divine_comedian#5493,"@Vitor Marthendal  for working overtime on the CCD, it is LOOKING HOT ",Token Engineering Commons,Oct-07-2021,🙏｜praise
pKrepe#5682,divine_comedian#5493,"@Vitor Marthendal  for working overtime on the CCD, it is LOOKING HOT ",Token Engineering Commons,Oct-07-2021,🙏｜praise
Vitor Marthendal#0090,divine_comedian#5493,"@Vitor Marthendal  for working overtime on the CCD, it is LOOKING HOT ",Token Engineering Commons,Oct-07-2021,🙏｜praise
Globallager#4834,Mount Manu#3530,for doing user testing for our Commons Configuration Dashboard ,Token Engineering Commons,Oct-07-2021,🙏｜praise
siebold_magnolia#7889,Mount Manu#3530,for doing user testing for our Commons Configuration Dashboard ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Nuggan#5183,divine_comedian#5493, for beginning development on the rewards system ,Token Engineering Commons,Oct-07-2021,🙏｜praise
rdfbbx#6437,divine_comedian#5493, for beginning development on the rewards system ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Vyvy-vi#5040,divine_comedian#5493, for beginning development on the rewards system ,Token Engineering Commons,Oct-07-2021,🙏｜praise
kristofer#1475,divine_comedian#5493, for beginning development on the rewards system ,Token Engineering Commons,Oct-07-2021,🙏｜praise
liviade#1387,divine_comedian#5493, for her work on creating praise guidelines and identifying metrics for quantifying praise ,Token Engineering Commons,Oct-07-2021,🙏｜praise
kristofer#1475,divine_comedian#5493, for PMing the Rewards System ,Token Engineering Commons,Oct-07-2021,🙏｜praise
griff#3281,divine_comedian#5493, for testing and making issues on the CCD ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Zeptimus#3359,divine_comedian#5493,"for his insights into treasury management, rewards systems and stewardship ",Token Engineering Commons,Oct-07-2021,🙏｜praise
Tam2140#9361,divine_comedian#5493, for structuring discussions around stewards and treasury management and ensuring we make progress ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Juankbell#7458,chuygarcia.eth#6692,for their efforts in the graviton training this week ,Token Engineering Commons,Oct-07-2021,🙏｜praise
natesuits#4789,chuygarcia.eth#6692,for their efforts in the graviton training this week ,Token Engineering Commons,Oct-07-2021,🙏｜praise
anna-marie#8824,chuygarcia.eth#6692,for their efforts in the graviton training this week ,Token Engineering Commons,Oct-07-2021,🙏｜praise
jugaadbhatia#0949,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
MS#4235,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
amanwithwings#0165,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Jolie_Ze#0295,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
LBS#6541,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Rohekbenitez#8753,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
mertzdal#6679,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
ALOYSIOUS#3049,chuygarcia.eth#6692,for keeping close to the TEC and your valuable contributions to our culture <:TEC:835016327542210560> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
elessar.eth#7945,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Vitor Marthendal#0090,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Nuggan#5183,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
pKrepe#5682,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
fabiomendes#4802,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
sem  🐝#0161,chuygarcia.eth#6692,@Vitor Marthendal @sem  🐝 for inspiring me to start learning javascript 😅 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
🐙 peth don't need your eth#8052,chuygarcia.eth#6692,@🐙 peth don't need your eth for being in the house for today's community call <:TEC_pink:835409756839477289> ,Token Engineering Commons,Oct-07-2021,🙏｜praise
ALOYSIOUS#3049,Jolie_Ze#0295,"for connecting the communities i love being a part of shoutout to Stacks, ShineDAO, TEC, and SourceCred ",Token Engineering Commons,Oct-07-2021,🙌🏽｜soft-gov
chuygarcia.eth#6692,Rohekbenitez#8753,"por ponerse a disposición de enseñarme o ayudarme a involucrarme un poco mas en TEC , es una especie de guía acá o Mentor !!  Enviale saludos a todos de mi parte ya que no hablo ingles puedes ser mi portavoz ",Token Engineering Commons,Oct-07-2021,🙏｜praise
griff#3281,Jolie_Ze#0295,"for his sheer, authentic enthusiasm in all things TEC 🙌 ",Token Engineering Commons,Oct-07-2021,🙏｜praise
Zeptimus#3359,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
David (please DYOR...)#4116,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
ALOYSIOUS#3049,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Jolie_Ze#0295,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
durgadas#9280,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Juankbell#7458,Juankbell#7458,@David (please DYOR...)  for joining the NVC book club! we will be waiting for next week to cover chapter #3 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
LBS#6541,ALOYSIOUS#3049,for joining the joining the NVC book club 📚 ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Juankbell#7458,durgadas#9280,For facilitating everything in Gravity! ,Token Engineering Commons,Oct-07-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for being amazing WG leads and putting together an initial rough draft for their WG funding proposals: incredible work blazing the trail for everyone to follow! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for being amazing WG leads and putting together an initial rough draft for their WG funding proposals: incredible work blazing the trail for everyone to follow! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for being amazing WG leads and putting together an initial rough draft for their WG funding proposals: incredible work blazing the trail for everyone to follow! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for being amazing WG leads and putting together an initial rough draft for their WG funding proposals: incredible work blazing the trail for everyone to follow! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Vitor Marthendal#0090,iviangita#3204,@Vitor Marthendal for the project management that he’s been doing and the back end work for the Commons Design Dashboard: he’s really been the linchpin that makes the thing work! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
divine_comedian#5493,iviangita#3204,for rocking the product management of the dashboard and being so responsive to GitHub issues ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Nuggan#5183,iviangita#3204,for the big back end push on the ABC that he put in this week for the dashboard ,Token Engineering Commons,Oct-08-2021,🙏｜praise
fabiomendes#4802,iviangita#3204,for their amazing push this week on the front end work ,Token Engineering Commons,Oct-08-2021,🙏｜praise
pKrepe#5682,iviangita#3204,for their amazing push this week on the front end work ,Token Engineering Commons,Oct-08-2021,🙏｜praise
freshelle#9882,iviangita#3204,for helping push out all the Trace payments ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,for all his words of wisdom in our calls and for being willing to take a contradictory position when it’s needed ,Token Engineering Commons,Oct-08-2021,🙏｜praise
sem  🐝#0161,iviangita#3204,@sem  🐝 for the weekly syncs with Chuy and how much he learns from them ,Token Engineering Commons,Oct-08-2021,🙏｜praise
kristofer#1475,iviangita#3204,for leading the Rewards System conversation ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,for leading the Rewards System conversation ,Token Engineering Commons,Oct-08-2021,🙏｜praise
mateodaza#3156,iviangita#3204,for leading the Rewards System conversation ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Rohekbenitez#8753,iviangita#3204,for the Nitro update to the Discord server: thank you so much for that! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for their contributions on helping onboarding people to the Discord server and helping guide them ,Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,iviangita#3204,for the 1-on-1 sync they recently had with Edu ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for her work in helping the Communitas WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
durgadas#9280,iviangita#3204,for their back end-community work ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,for their back end-community work ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Gus#1951,iviangita#3204,for attending his first Community Call ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Vyvy-vi#5040,iviangita#3204,for all their help with the boardroom: making progress there! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for all their help with the boardroom: making progress there! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for all the work he’s been doing in Comms (including the DAO) ,Token Engineering Commons,Oct-08-2021,🙏｜praise
anna-marie#8824,iviangita#3204,for helping facilitate with the Graviton session ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for putting on all the Graviton curriculum together ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for all the work he’s been doing in the new Communitas WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,for being so welcoming to MS as a new member of the community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for being so welcoming to MS as a new member of the community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for being so welcoming to MS as a new member of the community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for the help they’ve given LBS on 1-on-1 their onboarding sessions ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for the really welcoming 1-on-1 that he had with LBS ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for an amazing onboarding meeting he had with Gus ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,for letting Gus know about the work that’s been done with the dashboard so that he may help ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,for all the work that she does together with Zepti on the Transparency WG AND for taking care of the SWAG shop ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for all the work that she’s doing leading the Stewards group ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for the amazing Graviton training ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Nuggan#5183,iviangita#3204,for his comments on Legal’s Terms & Conditions document regarding the ABC ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for leading Comms ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,for leading the whole group ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for all their work with the Communitas WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Suga#8514,iviangita#3204,for all their work with the Communitas WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for all their work with the Communitas WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for providing valuable insights during their calls with Craig ,Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,iviangita#3204,for providing valuable insights during their calls with Craig ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for leading today’s NVC Bookclub about communication that blocks compassion ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,for leading and facilitating the Graviton training of this week ,Token Engineering Commons,Oct-08-2021,🙏｜praise
anna-marie#8824,iviangita#3204,for leading and facilitating the Graviton training of this week ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for helping to deliver the POAPs and for incorporating themselves into the community really well ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Jolie_Ze#0295,iviangita#3204,for helping to deliver the POAPs and for incorporating themselves into the community really well ,Token Engineering Commons,Oct-08-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@David (please DYOR...) for their collaboration in the promotion of the 2nd Graviton Training ,Token Engineering Commons,Oct-08-2021,🙏｜praise
acidlazzer#5796,iviangita#3204,@David (please DYOR...) for their collaboration in the promotion of the 2nd Graviton Training ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,for her help in a lot of logistics ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,for their work in the Rewards System ,Token Engineering Commons,Oct-08-2021,🙏｜praise
kristofer#1475,iviangita#3204,for their work in the Rewards System ,Token Engineering Commons,Oct-08-2021,🙏｜praise
mateodaza#3156,iviangita#3204,for their participation in Gravity ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for their participation in Gravity ,Token Engineering Commons,Oct-08-2021,🙏｜praise
durgadas#9280,iviangita#3204,for their participation in Gravity ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,for her taking acidlazzer into account with regards to the decision-making guide visuals ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for leading the Graviton training ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,@David (please DYOR...) for keeping all the Twitter processes running smoothly ,Token Engineering Commons,Oct-08-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@David (please DYOR...) for keeping all the Twitter processes running smoothly ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for his great leadership at Comms ,Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204,@David (please DYOR...) for engaging on the Treasury Management post ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Nuggan#5183,iviangita#3204,@David (please DYOR...) for engaging on the Treasury Management post ,Token Engineering Commons,Oct-08-2021,🙏｜praise
divine_comedian#5493,iviangita#3204,@David (please DYOR...) for engaging on the Treasury Management post ,Token Engineering Commons,Oct-08-2021,🙏｜praise
David (please DYOR...)#4116,iviangita#3204,@David (please DYOR...) for engaging on the Treasury Management post ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,for all the hack sessions she did with Zepti for the audit ,Token Engineering Commons,Oct-08-2021,🙏｜praise
eduardovegap#0422,iviangita#3204,for taking on Communitas when Suga had to leave ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,for taking on Communitas when Suga had to leave ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,for the Praise rules she’s drafting ,Token Engineering Commons,Oct-08-2021,🙏｜praise
kristofer#1475,iviangita#3204,for his work on the Rewards System ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for coordinating the NVC bookclub ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,for his post on “Re-Imagining the Community Call” ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for leading the efforts to reward Comms contributors ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for all the contributions they’ve had lately on the forum (very active)! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
pKrepe#5682,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
fabiomendes#4802,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Nuggan#5183,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
divine_comedian#5493,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
griff#3281,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Mount Manu#3530,iviangita#3204," @Mount Manu for all the work they do in the Params WG: designing, coding, validating, and troubleshooting! ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Tam2140#9361,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
karmaticacid#1218,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
solsista#5370,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
akrtws (TE Academy)#4246,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Letty#5399,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Jolie_Ze#0295,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
metaverde#2503,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
anna-marie#8824,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Suga#8514,iviangita#3204,@akrtws (TE Academy) for the support Livia feels in your presence and for making this a safe space for women and non-binary to express themselves freely in our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Rohekbenitez#8753,iviangita#3204,for surprising the TEC community with a Nitro boost on our server: a very generous and kind move! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for bringing so many new people into our community ,Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,iviangita#3204,for their presence and deep insight and intuition into community building ,Token Engineering Commons,Oct-08-2021,🙏｜praise
nic#9212,iviangita#3204,for her attention to detail in the Onboarding Dashboard proposal ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Vyvy-vi#5040,iviangita#3204,for his ingenuity and assistance in so many areas ,Token Engineering Commons,Oct-08-2021,🙏｜praise
natesuits#4789,iviangita#3204,@Mount Manu for their attention to Comms infrastructure (and potential upgrades there) ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Mount Manu#3530,iviangita#3204,@Mount Manu for their attention to Comms infrastructure (and potential upgrades there) ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,for being a prolific and constant Twitter voice: thank you so much for all your contributions there! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Gus#1951,iviangita#3204,because we love your beard! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
chuygarcia.eth#6692,iviangita#3204,for being fabulous leaders in the Comms WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,iviangita#3204,for being fabulous leaders in the Comms WG ,Token Engineering Commons,Oct-08-2021,🙏｜praise
acidlazzer#5796,iviangita#3204,for the graphic designs ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for all his work training Gravitons! ,Token Engineering Commons,Oct-08-2021,🙏｜praise
liviade#1387,iviangita#3204,"for all of the stuff that we get to read in the channels, making it easy to cross-pollinate ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Juankbell#7458,iviangita#3204,for administrating the 2nd Graviton training ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Jolie_Ze#0295,iviangita#3204,for all the work that they do in other Web3 communities and for contributing to the TEC ,Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,iviangita#3204,for all the work that they do in other Web3 communities and for contributing to the TEC ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Zeptimus#3359,iviangita#3204,for all his mentorship (of Aloysious) ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ygg_anderson#4998,iviangita#3204,for getting jugaadbhatia into the TEC ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Mount Manu#3530,iviangita#3204,@Mount Manu for transcribing the Community Call praise ,Token Engineering Commons,Oct-08-2021,🙏｜praise
iviangita#3204,ALOYSIOUS#3049, for holding so many threads across the Commons. I'm grateful to be in the presence of people who pay attention to thier environments. Thank you. ,Token Engineering Commons,Oct-08-2021,🙏｜praise
Danada#3389,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
MS#4235,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
LBS#6541,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
HannahJoJo#7708,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
jugaadbhatia#0949,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Gus#1951,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Babble#2298,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Yonks#7762,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
Cristian.dll#0304,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
merkle_🏴#6848,Mount Manu#3530,"for being new members of our community and for joining calls, tasks, and issues with such gusto ",Token Engineering Commons,Oct-08-2021,🙏｜praise
acidlazzer#5796,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
ALOYSIOUS#3049,iviangita#3204,@Vitor Marthendal @David (please DYOR...) @Dan Knobelsdorf.eth @RA | Ocean  @🐙 peth don't need your eth for joining TEC Community Call 52 https://youtu.be/DBKDMarbwHw ,Token Engineering Commons,Oct-08-2021,🙏｜praise
