,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
12956,117,anoth amaz record week ❤️,for another amazing recording week ❤️,8.75,bear100#9085,2022-05-26T18:45:35.153Z,
12957,118,anoth week great record involv sampo,for another week of great recordings!! and the involvement with sampo,12.5,bear100#9085,2022-05-19T17:48:11.262Z,
12959,120,open new idea prais also keep project focus get distract featur creep ,for being open to new ideas about Praise while also keeping the project focused and not getting distracted by feature creep.,13.75,divine_comedian#5493,2022-05-27T00:22:42.023Z,
12964,125,turn note quant review session github issu prais continu improv,for    turning the notes from the quant review session into github issues so praise can continue to be improved,15.0,divine_comedian#5493,2022-05-28T02:26:48.392Z,
12970,131,enthusiasm drive dig financi report sampo transpar ,for his enthusiasm and drive in digging into financial reporting for Sampo and Transparency.,11.33,r-x-x#8344,2022-05-19T18:06:55.755Z,
12979,140,facilit last te govern guild ,for facilitating the last TE governance guild!,13.75,xm3van#0929,2022-05-19T17:49:22.393Z,
12982,143,guidanc vision te gov guild ,for her guidance and vision in the TE gov guild!,13.75,akrtws (TE Academy)#4246,2022-05-19T17:52:54.943Z,
12986,147,effort pm’ing abc advanc page,his efforts PM’ing the ABC Advanced Page,25.33,Zeptimus#3359,2022-05-19T18:16:27.680Z,
12987,148,push te govern guild forward ,for pushing the TE governance guild forward.,13.75,akrtws (TE Academy)#4246,2022-05-26T23:20:06.768Z,
12989,150,alway give construct feedback propos invert ux,For always giving very constructive feedbacks on Proposal Inverter UX,12.5,divine_comedian#5493,2022-05-19T18:02:43.879Z,
12990,151,continu rais import improv analysi iter prais system base analysi,for continuing to raise the importance of improving our analysis and iteration of the praise system based on that analysis,14.0,Zeptimus#3359,2022-05-27T17:16:09.989Z,
12993,154,product brainstorm session around token engin hall fame nft fundrais campaign idea ,"for a productive brainstorming session around the ""Token Engineering Hall of Fame"" NFT fundraising campaign idea.",12.5,chuygarcia.eth#6692,2022-05-27T00:21:25.049Z,
12994,155,open feedback path continu develop ,for being so open to feedback and his path of continuous development.,12.5,Mount Manu#3530,2022-05-19T18:17:02.590Z,
12998,159,great product call earier today call ,for a great productive call earier today in the call!,5.0,Zeptimus#3359,2022-05-26T18:54:04.472Z,
13000,161,keep great track spoke prais commun call,for keeping great track of who spoke during praise in community calls,6.75,"griff (💜, 💜)#8888",2022-05-19T18:06:54.099Z,
13004,165,report bug prais discord app add develop backlog,for reporting a bug in the praise discord app -- we will add it to our development backlog,9.67,r-x-x#8344,2022-05-27T17:17:52.013Z,
13006,167,present guild project te govern guild ,for presenting guild projects to the te governance guild!,7.25,rodbot2#3621,2022-05-19T17:51:19.600Z,
13009,170,explain tec token distribut current statu tec token distribut,for explaining when TEC tokens will be distributed and the current status of TEC token distributions,7.25,eduardovegap#0422,2022-05-25T01:09:39.873Z,
13012,173,provid earli advic sampo season  budget propos,for providing early advice on the Sampo Season 1 budget proposal,9.25,"griff (💜, 💜)#8888",2022-05-27T00:09:56.131Z,
13016,177,push te govern guild forward ,for pushing the TE governance guild forward.,7.0,liviade#1387,2022-05-26T23:20:06.241Z,
13024,185,great graviti meet common prize ,For the great Gravity meeting about the Commons Prize!,1.57,Juankbell#7458,2022-05-26T09:08:58.118Z,
13025,186,great graviti meet common prize ,For the great Gravity meeting about the Commons Prize!,15.67,Juankbell#7458,2022-05-26T09:07:26.707Z,
13026,187,rapid graphic triag fix embarrass typo orient slide deck save us blush contact coupl hour orient came us demonstr engin token spell,"for rapid graphics triage in fixing an embarrassing typo in the orientation slide deck and saving us further blushes. I contacted him with only a couple hours before orientation and he came through for us, demonstrating we can both engineer tokens, and spell! =D",8.5,acidlazzer#5796,2022-05-19T17:40:30.390Z,
13031,192,pull togeth audit navig copi tec discord fix bunch problem ,for pulling together an audit of all of the navigational copy in the TEC Discord and fixing a bunch of problems with it.,14.28,jasontphelpsNH#9486,2022-05-27T00:15:14.657Z,
13033,194,provid earli advic sampo season  budget propos,for providing early advice on the Sampo Season 1 budget proposal,7.75,Tam2140#9361,2022-05-27T00:09:56.636Z,
13041,202,provid outstand reason around concept smaller specif propos provid much better abil measur propos impact correl specif propos impact token price common pool inflow potenti metric develop around dao health potenti reason mean avoid gridlock within convict vote system believ unlock stand abstent propos start appear 🧠 👏,"for providing outstanding reasoning around the concept of smaller, more specific proposals. This will provide much better ability to measure proposal impact by correlating the specific proposals with the impact on the token price, commons pool inflows, or other potential metrics that we can develop around our DAOs health. This is potentially the most reasonable means of avoiding gridlock within the conviction voting system, and I believe will unlock some standing abstentions when these proposals start appearing. 🧠 👏",10.33,liviade#1387,2022-05-19T17:59:30.832Z,
13044,205,great collabor trustworthi partner sampo financi report ,for being a great collaborator and so trustworthy in partnering with Sampo on financial reports.,15.67,Zeptimus#3359,2022-05-19T18:08:35.683Z,
13045,206,push forward graviton train almost ,for pushing forward the graviton training that's almost here!,15.67,Juankbell#7458,2022-05-19T17:47:06.896Z,
13046,207,sampo transpar call yesterday come great idea solut ,"for being there in the Sampo-Transparency call yesterday, and coming up with great ideas and solutions!",7.75,GideonRo#3175,2022-05-17T07:13:39.653Z,
13054,215,find typo mistak crypto econom flower graphic,for finding a typo mistake in the crypto economic flower graphic,3.75,r33pich33p#6906,2022-05-19T17:45:48.998Z,
13066,227,hang life feel rocki ,for hanging in there while life feels so rocky  <3,4.67,liviade#1387,2022-05-19T18:14:43.385Z,
13069,230,remind remov praiss giver role requir tec prais instanc ,for reminding me to remove the praisse giver role requirement from the TEC praise instance.,4.67,liviade#1387,2022-05-24T23:14:33.306Z,
13081,242,provid earli advic sampo season  budget propos,for providing early advice on the Sampo Season 1 budget proposal,5.33,liviade#1387,2022-05-27T00:09:56.379Z,
13082,243,lean get lean communita budget fund propos,leaning in and getting lean with me on the Communitas budget and funding proposal,5.25,eduardovegap#0422,2022-05-19T18:17:28.212Z,
13083,244,checkin love care,for checkin in on me with such love and care,3.25,JessicaZartler#2263,2022-05-19T18:16:44.912Z,
13084,245,creat exemplari epic communita ,for creating such a exemplary epic for Communitas!,6.0,eduardovegap#0422,2022-05-16T18:31:38.632Z,
13085,246,coordin record mani,for coordination on recording all the many,4.67,Zeptimus#3359,2022-05-19T18:04:50.231Z,
13092,253,speak concern afraid unconfort convers,for speaking up about his concerns and not being afraid of unconfortable conversations,6.75,eduardovegap#0422,2022-05-19T17:58:09.861Z,
13097,258,last week prais part ,last week's praises from my part !!,2.25,GideonRo#3175,2022-05-17T07:15:16.421Z,
13099,260,great te session ,for a great TE360 session!,5.25,Davide | ValueUnbanking#1449,2022-05-18T16:20:48.702Z,
13100,261,last week prais part ,last week's praises from my part !!,3.25,Mount Manu#3530,2022-05-17T07:15:17.315Z,
13101,262,last week prais part ,last week's praises from my part !!,1.75,Tam2140#9361,2022-05-17T07:15:17.531Z,
13117,278,great product call earier today call ,for a great productive call earier today in the call!,2.5,bear100#9085,2022-05-26T18:54:05.009Z,
13121,282,show imaginarium jam creativ session,for showing up to the Imaginarium  Jam Creative  session,3.0,Jeanne#8780,2022-05-16T19:54:57.278Z,
13131,292,show imaginarium jam creativ session,for showing up to the Imaginarium  Jam Creative  session,1.67,durgadas#9280,2022-05-16T19:54:57.053Z,
13142,303,resolv misteri behaind medium owner 👻,for resolving the mistery behaind the medium owner!  👻,4.33,liviade#1387,2022-05-19T17:44:54.869Z,
13149,310,push te govern guild forward ,for pushing the TE governance guild forward.,4.5,rodbot2#3621,2022-05-26T23:20:06.617Z,
13153,314,sampo transpar call yesterday come great idea solut ,"for being there in the Sampo-Transparency call yesterday, and coming up with great ideas and solutions!",2.0,bear100#9085,2022-05-17T07:13:39.939Z,
13158,319,bring newborn softgov yesterday,for bringing his newborn to SoftGov yesterday,4.33,natesuits#4789,2022-05-19T18:14:54.750Z,
13161,322,last week prais part ,last week's praises from my part !!,0.25,r33pich33p#6906,2022-05-17T07:15:16.016Z,
13162,323,last week prais part ,last week's praises from my part !!,0.25,Anak#9256,2022-05-17T07:15:17.125Z,
13168,329,amaz infograph mental health awar,for this amazing infographic for mental health awareness,34.0,EFRA#7972,2022-05-24T08:07:57.026Z,
13175,336,great product call earier today call ,for a great productive call earier today in the call!,1.0,Anak#9256,2022-05-26T18:54:04.683Z,
13181,0,great introduct te spanish ,for a GREAT Introduction to TE in Spanish!,76.0,Juankbell#7458,2022-06-10T17:11:40.113Z,
13184,3,organ run first introduct token engin session spanish energi room mindblow 🤩,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩",13.7,Juankbell#7458,2022-06-10T17:13:40.436Z,
13185,4,explain much care tec intro te spanish present great flow manag put need content person perspect stick short time thank organ prepar present ,"for explaining with so much care about what is TEC, during our Intro to TE in Spanish! Your presentation had a great flow and you managed to put in all needed content + personal perspectives while sticking to the short time. thank you for organizing, preparing, and presenting it!",13.7,Juankbell#7458,2022-06-10T20:50:49.288Z,
13189,8,great progress unifi treasuri chart dune,for the great progress in the unified treasury chart in dune,6.75,r-x-x#8344,2022-06-02T19:22:05.882Z,
13191,10,prepar tec materi repres tec intro token engin spanish june th good excit involv ,"for preparing TEC material to represent TEC in the Intro to Token Engineering in Spanish, on June 10th. It's so good to have you excited and involved!",47.0,Juankbell#7458,2022-06-09T18:05:46.838Z,
13193,12,build slide tec present spanish present togeth tomorrow l ,for building the slides of the TEC presentation in spanish and presenting it together tomorrow (L),8.45,Juankbell#7458,2022-06-09T18:26:40.707Z,
13194,13,great effort initi creat websit gravitydao,for the great effort and initiative in creating the website for GravityDAO,41.0,durgadas#9280,2022-06-02T19:28:42.677Z,
13195,14,amaz develop updat prais includ dark mode admin user manag bug fix ad multi wallet function,"for all the amazing development updates to praise! including dark mode, admin user management, bug fixes and adding multi-wallet functionality",55.0,Vyvy-vi#5040,2022-06-09T17:42:05.090Z,
13197,16,creat whole wiki organ access current doc su develop omega initi highli use method,"for creating a whole wiki to organize and access all the current docs we're suing to develop all Omega initiatives, highly useful and methodic1",29.0,nic#9212,2022-06-04T21:02:27.419Z,
13198,17,clariti mind identifi problem propos solut,for her clarity of mind identifying problems and proposing solutions,26.33,Tam2140#9361,2022-05-30T21:42:36.212Z,
13200,19, transcrib may th final announc third graviton train ,[TRANSCRIBED MAY 5TH] finally announcing the third graviton training.,4.25,Juankbell#7458,2022-06-12T04:43:13.633Z,
13201,20, transcrib may th bridg commun tec ,[TRANSCRIBED MAY 5TH] for being a bridge between communities in the TEC.,22.67,durgadas#9280,2022-06-12T03:08:59.105Z,
13218,37,updat propos invert ux wirefram especi patient dump idea opinion ux onto,for updates on the proposal inverter UX and wireframes and being especially patient while we dump all of our ideas and opinions of UX onto them,23.0,Ruben Russel#6434,2022-06-09T17:43:07.246Z,
13222,41, transcrib may th updat rad dashboard ,[TRANSCRIBED MAY 5TH] for updates on the rad dashboard.,23.67,Nuggan#5183,2022-06-12T03:38:05.727Z,
13225,44,updat propos invert ux wirefram especi patient dump idea opinion ux onto,for updates on the proposal inverter UX and wireframes and being especially patient while we dump all of our ideas and opinions of UX onto them,21.59,Mert Ozd#6679,2022-06-09T17:43:07.594Z,
13227,46,develop prais app includ sever bug fix improv discord bot function set,"for development of the praise app, including several bug fixes and improvements to the discord bot functionality and settings",72.0,Vyvy-vi#5040,2022-06-13T21:23:54.113Z,
13231,50,contribut import convers fund tec futur sampo propos thank rais voic forum ,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",4.67,r33pich33p#6906,2022-06-09T18:06:45.386Z,
13233,52, transcrib may th first draft script quantifi onboard video ,[TRANSCRIBED MAY 5TH] for the first draft of the script for the quantifier onboarding video.,16.67,acidlazzer#5796,2022-06-12T03:39:46.233Z,
13237,56, transcrib may th abl sens energi spirit giveth hous ,[TRANSCRIBED MAY 12TH] for being able to sense your energy and spirit in the Giveth house.,12.0,"griff (💜, 💜)#8888",2022-06-12T22:23:39.699Z,
13243,62, transcrib may th realli smart import person web commun ,[TRANSCRIBED MAY 5TH] because he is a really smart and important person for the web3 community.,14.5,"sem(🌸,🐝)#0161",2022-06-12T03:20:47.205Z,
13244,63, transcrib may th feedback te intak content today ,[TRANSCRIBED MAY 5TH] for the feedback in the TE intake content today.,15.0,Tam2140#9361,2022-06-12T03:05:44.971Z,
13245,64,amaz develop updat prais includ dark mode admin user manag bug fix ad multi wallet function,"for all the amazing development updates to praise! including dark mode, admin user management, bug fixes and adding multi-wallet functionality",13.75,kristofer#1475,2022-06-09T17:42:04.774Z,
13247,66,abil creat great strategi base advic process eloqu eleg way tec futur look brighter contribut,for his ability to create great strategies that were based advice process. He does it in an eloquent and elegant way and the TEC's future is looking brighter with his contributions,13.0,GideonRo#3175,2022-06-02T17:51:00.838Z,
13249,68,organ run first introduct token engin session spanish energi room mindblow 🤩,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩",19.5,AnaTech#7412,2022-06-10T17:13:41.164Z,
13250,69, transcrib may th updat rad dashboard ,[TRANSCRIBED MAY 5TH] for updates on the rad dashboard.,1.95,zhiwei#1356,2022-06-12T03:38:05.500Z,
13255,74, transcrib may th mentor art becom pm ,[TRANSCRIBED MAY 5TH] for all the mentoring on the art of becoming a pm.,20.0,Tam2140#9361,2022-06-12T03:10:31.671Z,
13261,80, transcrib may th fli github issu realli stood last day ,[TRANSCRIBED MAY 12TH] for flying through Github issues. They really stood out the last few days.,17.25,mattyjee#8621,2022-06-12T22:03:41.523Z,
13264,83,great idea brainstorm session first tec servic token engin consult intak servic energ ,for great ideas in a brainstorming session on a first TEC service on token engineering consulting intake services - so energizing!,17.33,Tam2140#9361,2022-06-02T18:18:02.275Z,
13265,84,organ run first introduct token engin session spanish energi room mindblow 🤩,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩",16.67,angieberryberry#9822,2022-06-10T17:13:39.964Z,
13266,85,great present given third graviton train ,for the great presentation given at the third graviton training.,18.33,durgadas#9280,2022-06-02T19:29:14.678Z,
13273,92, transcrib may th project manag tec ,[TRANSCRIBED MAY 5TH] for project management in the TEC.,18.33,Tam2140#9361,2022-06-12T03:17:19.292Z,
13274,93,get almost record tec wich nice energi,for getting almost all the recordings on the TEC wich such a nice energy,17.75,bear100#9085,2022-06-09T18:23:57.574Z,
13276,95,take time shill tec amaz project austin,for taking time off to shill the TEC and all of his amazing projects while in austin,18.25,"griff (💜, 💜)#8888",2022-06-09T17:44:21.759Z,
13277,96,amaz develop updat prais includ dark mode admin user manag bug fix ad multi wallet function,"for all the amazing development updates to praise! including dark mode, admin user management, bug fixes and adding multi-wallet functionality",23.5,mattyjee#8621,2022-06-09T17:42:06.181Z,
13283,102,document defin process onboard new commun use prais system ,for documenting and defining the process by which we will onboard new communities to using the praise system.,9.67,Tam2140#9361,2022-06-13T21:25:33.595Z,
13284,103, transcrib may th return littl littl commun ,[TRANSCRIBED MAY 12TH] for returning little by little to the community.,5.95,natesuits#4789,2022-06-12T21:58:12.736Z,
13286,105, transcrib may th daddi ,[TRANSCRIBED MAY 5TH] for being a daddy.,12.0,natesuits#4789,2022-06-12T03:32:19.043Z,
13288,107, transcrib may th come back tec ,[TRANSCRIBED MAY 5TH] for coming back to the TEC.,10.75,r33pich33p#6906,2022-06-12T03:01:17.806Z,
13289,108,onboard use prais bot,for onboarding me with how to use the praise bot,11.0,nic#9212,2022-06-03T16:42:21.727Z,
13291,110,week te gov guild meet find exct path move forward dao metric,for this week's TE gov guild meeting. We are finding a very excting path to move forward with DAO metrics,10.0,xm3van#0929,2022-06-02T17:47:34.702Z,
13295,114,contribut import convers fund tec futur sampo propos thank rais voic forum ,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",6.65,natesuits#4789,2022-06-09T18:06:45.961Z,
13296,115,take time explain get around use prais function ,for taking the time to explain to me how to get around using the praise function.,8.53,r33pich33p#6906,2022-06-10T16:28:50.781Z,
13299,118, transcrib may th bullish tec ,[TRANSCRIBED MAY 5TH] for being so bullish on the TEC.,8.0,GideonRo#3175,2022-06-12T03:12:07.759Z,
13300,119,quickli prep deploy new updat prais app could resolv bug impact current quantif asap ,for quickly prepping and deploying a new update to the praise app so we could resolve a bug impacting the current quantification asap!,11.25,kristofer#1475,2022-06-06T21:28:48.948Z,
13301,120, transcrib may th member commun nomin common prize ,[TRANSCRIBED MAY 12TH] for all members of our community who have nominations in our commons prize.,8.5,Jeremy&TheGospelOfChange#8201,2022-06-12T22:03:01.640Z,
13302,121,bring pol tool tec much poll result analysi bring much clariti fog ,bringing the Pol.is tool to the TEC. It's so much more than a poll. The results analysis bring so much clarity from the fog.,10.0,GideonRo#3175,2022-06-16T18:50:13.363Z,
13305,124,fair balanc view thing ground level head advic wisdom ,"for being so fair and balanced in her views on things and for her grounded, level-headed advice and wisdom.",12.33,Tam2140#9361,2022-06-16T18:04:53.352Z,
13310,129, transcrib may th updat rad dashboard cross period analysi commun health system analysi ,[TRANSCRIBED MAY 5TH] for the updates on the rad dashboard for the cross-period analysis and the community health system analysis.,13.0,zhiwei#1356,2022-06-12T03:41:27.266Z,
13315,134,prepar beati imag omega lib,for preparing beatiful images for Omega Lib,10.5,stef#9877,2022-05-31T10:03:58.748Z,
13317,136,coolest improv present ever pleasur part 🤯 ❤️‍🔥,for the coolest improv presentation I've ever had the pleasure to be part of 🤯 ❤️‍🔥,11.5,solsista#5370,2022-06-06T18:55:33.584Z,
13322,141,promot gnosi dao prais propos vote http snapshot org # gnosi eth propos xdcdaefcbbaabbbdcc,for promoting the Gnosis DAO Praise proposal vote! https://snapshot.org/#/gnosis.eth/proposal/0x012d04c8351991da79e92f4088527c76b6139b9aa0b71772b704b587d2c9c0e3,13.75,r33pich33p#6906,2022-06-07T16:58:00.109Z,
13324,143, transcrib may th feedback te intak content today ,[TRANSCRIBED MAY 5TH] for the feedback in the TE intake content today.,10.5,"griff (💜, 💜)#8888",2022-06-12T03:05:42.450Z,
13326,145,  summar current state common within larger frame global economi leav optimist outlook given current posit within e web  ecosystem ,"for having a 1-on-1 with me, summarizing the current state of our Commons within the larger frame of our global economy, and leaving me with an optimistic outlook given our current position within the T.E., Web 3 ecosystem.",13.0,Tam2140#9361,2022-06-14T21:39:50.450Z,
13327,146, transcrib may th even alway stuff tec commun thank ,[TRANSCRIBED MAY 5TH] even when you are not here you are always doing stuff for the TEC and for the community. Thank you.,13.75,"griff (💜, 💜)#8888",2022-06-12T03:14:01.764Z,
13328,147, transcrib may th prompt respons feedback prais dashboard ,[TRANSCRIBED MAY 12TH] for his prompt response to feedback about the praise dashboard.,3.55,mattyjee#8621,2022-06-12T21:55:19.273Z,
13329,148,code faq page prais dashboard,for coding the FAQ page in the praise dashboard,11.33,Nebs#2035,2022-06-02T15:18:05.169Z,
13334,153,organ run first introduct token engin session spanish energi room mindblow 🤩,"for organizing and running the first ""Introduction to Token Engineering"" session in Spanish. What an energy in the room, just mindblowing! 🤩",9.83,pat.zip (TE Academy)#5266,2022-06-10T17:13:41.366Z,
13336,155,contribut import convers fund tec futur sampo propos thank rais voic forum ,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",8.7,GideonRo#3175,2022-06-09T18:06:45.711Z,
13343,162,draft promot success propos launch prais system gnosisdao huge step forward project see percol commun ,for drafting and promoting the successful proposal to launch the praise system in GnosisDAO. A huge step forward for the project to see it percolating into other communities!,2.42,boonjue.eth#7124,2022-06-13T21:25:00.024Z,
13346,165, transcrib may th fli github issu realli stood last day ,[TRANSCRIBED MAY 12TH] for flying through Github issues. They really stood out the last few days.,11.25,kristofer#1475,2022-06-12T22:03:41.304Z,
13347,166,curat week graviton train session,for being the curator at this week graviton training session,14.0,durgadas#9280,2022-06-02T17:38:45.144Z,
13351,170,draft phase  propos implement tec prais gnosisdao creat correspond snapshot http forum gnosi io gip  gnosisdao implement prais reward system around gnosi chain valid program  ,for drafting the phase-3 proposal to implement TEC's Praise on GnosisDAO and for creating the corresponding Snapshot (https://forum.gnosis.io/t/gip-48-should-gnosisdao-implement-the-praise-reward-system-around-the-gnosis-chain-validator-program/5101),24.25,boonjue.eth#7124,2022-06-06T01:55:12.055Z,
13352,171,dedic bring liber structur graviti tec say give us potenti develop consult servic hope see offer dao point show web  reward offer ,"for their dedication to bringing Liberating Structures to Gravity / TEC, I'd say it gives us potential to develop a consultancy service, and I'd hope to see this offered to other DAOs at some point to show Web 3 the rewards on offer there.",14.5,Jeremy&TheGospelOfChange#8201,2022-06-03T17:17:50.045Z,
13354,173,quickli fix prais bot went yesterday ,for quickly fixing the praise bot that went down yesterday!,9.02,kristofer#1475,2022-06-02T17:43:45.882Z,
13357,176,prepar intro te spanish th june,For preparing an intro to TE in spanish :D for the 10th of june,12.5,akrtws (TE Academy)#4246,2022-06-09T18:04:15.859Z,
13361,180, transcrib may th great job done went amsterdam thank much great see initi advanc commun ,[TRANSCRIBED MAY 5TH] for the great job done while I went to Amsterdam. Thank you very much. It's great seeing your initiative and just advancing the community.,14.0,angieberryberry#9822,2022-06-12T04:42:43.150Z,
13362,181,develop prais app includ ad filter event log page ux bugfix,"for development of the praise app, including adding filtering to the event logs page, and a UX bugfix",14.0,Nebs#2035,2022-06-13T21:24:11.978Z,
13365,184,feedback token engin hall fame nft campaign,for their feedback on the Token Engineering Hall of Fame NFT campaign,11.25,chuygarcia.eth#6692,2022-06-02T18:20:07.985Z,
13367,186,great retro facilit ,for a great retro facilitation!,4.93,eduardovegap#0422,2022-06-09T18:25:06.128Z,
13368,187,alert public prais bot statu blip ,alerting the public to the praise bot status when it blipped!,6.0,kristofer#1475,2022-06-02T09:11:19.370Z,
13370,189,move updat pin post tec channel think massiv improv orient product channel look forward see vision mission channel dovetail parent tec vision mission massiv ,"for his move to update all pinned posts in all TEC channels, I think this will be a massive improvement in orientation and productivity in each channel, and I'm looking forward to seeing how each vision and mission for each channel dovetails with the parent TEC vision and mission. This is massive!!",7.33,eduardovegap#0422,2022-06-03T17:08:48.505Z,
13373,192,invit awesom commun,for inviting me to this awesome community,7.25,r33pich33p#6906,2022-06-09T17:33:43.811Z,
13375,194,contribut import convers fund tec futur sampo propos thank rais voic forum ,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",3.1,trentmc0#2875,2022-06-09T18:06:47.123Z,
13383,202, transcrib may th consist mentor space everyth continu build te academi ,[TRANSCRIBED MAY 5TH] for being a consistent mentor in the space and for everything she continues to build out with the TE academy.,8.0,akrtws (TE Academy)#4246,2022-06-12T04:37:27.343Z,
13384,203, transcrib may th feedback te intak content today ,[TRANSCRIBED MAY 5TH] for the feedback in the TE intake content today.,8.0,r33pich33p#6906,2022-06-12T03:05:41.941Z,
13387,206, transcrib may th present quantif tutori went amaz ,[TRANSCRIBED MAY 12TH] for their presentation of the quantificators tutorial. It went amazing.,7.25,alantv#0964,2022-06-12T22:00:07.571Z,
13391,210,prepar exercis next soft gov call involv te flower ,for preparing an exercise for the next soft gov call involving the TE flower!,8.0,eduardovegap#0422,2022-06-01T18:30:48.550Z,
13396,215, transcrib may th feedback te intak content today ,[TRANSCRIBED MAY 5TH] for the feedback in the TE intake content today.,8.0,GideonRo#3175,2022-06-12T03:05:42.239Z,
13404,223,coolest improv present ever pleasur part 🤯 ❤️‍🔥,for the coolest improv presentation I've ever had the pleasure to be part of 🤯 ❤️‍🔥,7.25,streamerd#5565,2022-06-06T18:55:34.255Z,
13405,224, transcrib may th pretti much everi meet provid excel feedback great job ,"[TRANSCRIBED MAY 12TH] for being on pretty much every meeting I have been, providing excellent feedback. You are doing a great job.",7.25,bear100#9085,2022-06-12T22:09:19.722Z,
13406,225, transcrib may th remind quantifi,[TRANSCRIBED MAY 5TH] for the reminders to quantifiers,7.0,divine_comedian#5493,2022-06-12T03:45:42.872Z,
13410,229,cover comm today present commun call well done 🙏🏽,for covering for Comms today and presenting in the Community Call! Well done! 🙏🏽,8.0,casale.eth#6107,2022-06-16T18:32:39.519Z,
13414,233,contribut import convers fund tec futur sampo propos thank rais voic forum ,"for contributing to the important conversation on funding TEC in the future, and the SAMPO proposal. Thanks for raising your voice in the forum!",6.17,Zeptimus#3359,2022-06-09T18:06:45.086Z,
13417,236,prepar intro te spanish th june,For preparing an intro to TE in spanish :D for the 10th of june,10.33,pat.zip (TE Academy)#5266,2022-06-09T18:04:16.085Z,
13424,243,great spanish facilit teaxtec call creat space felt good 🌱,"for your great spanish!! facilitating the TEAxTEC call and creating the space, it felt so good! 🌱",7.17,pat.zip (TE Academy)#5266,2022-06-10T21:06:43.763Z,
13426,245,great introduct te spanish ,for a GREAT Introduction to TE in Spanish!,7.67,pat.zip (TE Academy)#5266,2022-06-10T17:11:40.418Z,
13428,247,coordin commun arround transpar practic,for coordinating with the community arround transparency practices,9.0,iviangita#3204,2022-06-09T18:21:41.607Z,
13434,253,kill data standar,for killing it with the data standarization,8.5,r-x-x#8344,2022-06-09T18:21:56.947Z,
13435,254,great introduct te spanish ,for a GREAT Introduction to TE in Spanish!,2.53,Zeptimus#3359,2022-06-10T17:11:39.865Z,
13441,260,report bug frontend prais dashboard realtim provid photo updat explan ,"for reporting a bug in the frontend of the praise dashboard, in realtime and providing photos and updating explanations!",5.15,innov8tor3#3988,2022-06-06T12:25:56.407Z,
13442,261,quick respond report bug prais dashboard caus duplic score show inaccur discord channel follow quickli pr fix #devpower,"for being so quick to respond to the reporting of a bug in a praise dashboard, causing duplicate scores to show up inaccurately, in the discord channel and following up quickly with a PR to fix it #devpower",17.0,mattyjee#8621,2022-06-06T12:27:45.968Z,
13448,267,coolest improv present ever pleasur part 🤯 ❤️‍🔥,for the coolest improv presentation I've ever had the pleasure to be part of 🤯 ❤️‍🔥,6.75,nic#9212,2022-06-06T18:55:33.806Z,
13449,268,coolest improv present ever pleasur part 🤯 ❤️‍🔥,for the coolest improv presentation I've ever had the pleasure to be part of 🤯 ❤️‍🔥,4.93,stef#9877,2022-06-06T18:55:34.419Z,
13452,271,top prais bug 🐞,for being so on top of praise bugs.  🐞,1.7,mattyjee#8621,2022-06-06T21:07:23.156Z,
13456,275,creat contain us come togeth jam mental health coregul,for creating containers for us to come together and jam on our mental health and coregulate,8.5,BiancaGadelha#2667,2022-06-13T01:27:13.674Z,
13460,279,jam idea use ​withinthevacuum method creat word mandala,for jamming out ideas on how to use @​withinthevacuum  method for creating word mandala,8.5,withinthevacuum#2626,2022-06-06T00:04:56.803Z,
13462,281,dedic bring liber structur graviti tec say give us potenti develop consult servic hope see offer dao point show web  reward offer ,"for their dedication to bringing Liberating Structures to Gravity / TEC, I'd say it gives us potential to develop a consultancy service, and I'd hope to see this offered to other DAOs at some point to show Web 3 the rewards on offer there.",10.33,Leen#8610,2022-06-03T17:17:49.662Z,
13464,283,feedback token engin hall fame nft campaign,for their feedback on the Token Engineering Hall of Fame NFT campaign,9.0,"griff (💜, 💜)#8888",2022-06-02T18:20:07.750Z,
13469,288,effort anim video product team,for the efforts in the animation & video production team,8.5,chuygarcia.eth#6692,2022-06-02T17:38:08.086Z,
13471,290,effort anim video product team,for the efforts in the animation & video production team,8.5,alantv#0964,2022-06-02T17:38:07.204Z,
13473,292,promot gnosi dao prais propos vote http snapshot org # gnosi eth propos xdcdaefcbbaabbbdcc,for promoting the Gnosis DAO Praise proposal vote! https://snapshot.org/#/gnosis.eth/proposal/0x012d04c8351991da79e92f4088527c76b6139b9aa0b71772b704b587d2c9c0e3,9.75,chuygarcia.eth#6692,2022-06-07T16:58:01.206Z,
13474,293, transcrib may th great job done went amsterdam thank much great see initi advanc commun ,[TRANSCRIBED MAY 5TH] for the great job done while I went to Amsterdam. Thank you very much. It's great seeing your initiative and just advancing the community.,8.67,Mount Manu#3530,2022-06-12T04:42:42.580Z,
