,index,CLEANED REASON,REASON,AVG SCORE,TO USER ACCOUNT,DATE,category
1336,205,amaz coordinap report,for the amazing Coordinape report,13.45,Nuggan#5183,2021-09-16T22:00:00.000Z,
1338,207,take gitcoin grant 🙏🏻,for taking on the Gitcoin grant 🙏🏻,27.5,AmwFund#0979,2021-09-09T22:00:00.000Z,
1340,209, hour long prais transcript session 💪🏻,for doing a 3-hour long praise transcription session 💪🏻,13.0,Mount Manu#3530,2021-09-18T22:00:00.000Z,
1343,212,resolv issu mt manu swag arriv post offic today,"for resolving the issue with Mt Manu's SWAG, which just arrived to the post office today",6.85,iviangita#3204,2021-09-23T22:00:00.000Z,
1353,222,take legal santi away,for taking on Legal while Santi was away,13.25,liviade#1387,2021-09-02T22:00:00.000Z,
1355,224,push hard ccd,for pushing it hard with the CCD,9.07,Mount Manu#3530,2021-09-23T22:00:00.000Z,
1356,225,hold fort param 🙌🏻,for holding up the fort in Params 🙌🏻,10.75,markop#2007,2021-09-18T22:00:00.000Z,
1358,227,visibl tec,for all the visibility the TEC is having,11.5,David (please DYOR...)#4116,2021-09-23T22:00:00.000Z,
1359,228,spring commun wg forward ,for springing the community WG forwards...,12.0,eduardovegap#0422,2021-09-06T22:00:00.000Z,
1360,229,amaz push dashboard start come we’r eager tri ,for the amazing push on the dashboard which is starting to come out (and we’re all eager to try it out),14.5,markop#2007,2021-09-17T22:00:00.000Z,
1362,231,particip give super valuabl insight synthesi instanti implement two initi,"for participating and giving super valuable insights/synthesis on how to instantiate, implement the two initiatives",13.75,Mount Manu#3530,2021-09-28T22:00:00.000Z,
1363,232,take describ propos rule prais quantif ,for taking on to describe and propose the *Rules of Praise and Quantification*,15.75,liviade#1387,2021-09-28T22:00:00.000Z,
1364,233,visibl tec,for all the visibility the TEC is having,15.75,chuygarcia.eth#6692,2021-09-23T22:00:00.000Z,
1366,235,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,13.75,AmwFund#0979,2021-09-09T22:00:00.000Z,
1371,240,record common swarm call thank much reliabl juan🧡,"for recording common swarm call, thanks you so much for being so reliable juan🧡",12.5,Juankbell#7458,2021-09-05T22:00:00.000Z,
1373,242,push hard ccd,for pushing it hard with the CCD,7.6,VitorNunes#0090,2021-09-23T22:00:00.000Z,
1375,244,push common configur dashboard forward,for pushing the Commons Configuration Dashboard forward,8.1,VitorNunes#0090,2021-09-23T22:00:00.000Z,
1376,245,interest suggest tec ecosystem cross dao interact token engin open propos get convers start http snapshot org # tecommon eth propos qmrdymukgetakbyttqvsepjtcmutslnafnxyrzcnuz,"for the interesting suggestions about the TEC ecosystem, and cross-DAO interactions between token engineers. And for opening this proposal and getting the conversation started - https://snapshot.org/#/tecommons.eth/proposal/QmRDY8mUk3geTaKByTT5qvSe7pJtcmUTsLNafNxYRzCnUZ",14.5,Paul Haas#7536,2021-09-28T22:00:00.000Z,
1379,248,facilit first graviton session second season ,for facilitating the first graviton session of the second season!,2.25,durgadas#9280,2021-09-20T22:00:00.000Z,
1380,249,care proactiv detail tec harmoni coher,"for her care and proactivity with details, the TEC wouldn't be so harmonious and coherent if it wasn't for her",16.5,iviangita#3204,2021-09-12T22:00:00.000Z,
1381,250,inspir toward build structur graviti strategi foster transpar,for being an inspiration towards building a structure for Gravity and strategies to foster transparency,13.25,liviade#1387,2021-09-20T22:00:00.000Z,
1382,251,hold transpar good way come treasuri manag alway come everi room transpar hat,for holding down transparency in such a good way and coming in the Treasury Management and always coming in every room with the Transparency hat on,13.75,Zeptimus#3359,2021-09-02T22:00:00.000Z,
1387,256,rock rv talk devcon 🚚,for rocking the RV and for his talk at DEVCON 🚚,19.75,"griff (💜, 💜)#8888",2021-09-17T22:00:00.000Z,
1388,257,launch agav alvinbright  ,for launching Agave <:AlvinBright:842140083179749426>,19.75,solarmkd#5631,2021-08-31T22:00:00.000Z,
1389,258,sort tech swag like ninja ,for sorting out my TECH swag like ninjas!,17.75,iviangita#3204,2021-09-01T22:00:00.000Z,
1393,262,awesom graviton train,for the awesome Graviton training,2.25,durgadas#9280,2021-09-23T22:00:00.000Z,
1395,264,transpar budget debat 😄,for a transparency budget debate 😄,15.75,eduardovegap#0422,2021-09-21T22:00:00.000Z,
1396,265,critic person project 🏆,for being a critical person in the project 🏆,23.0,VitorNunes#0090,2021-09-09T22:00:00.000Z,
1398,267,constant contribut insight cultur layer web develop,for her constant contributions and insight into the cultural layers of web3 development,12.0,liviade#1387,2021-09-22T22:00:00.000Z,
1400,269,te scout onboard well communita,for doing TE Scouts and onboarding as well as Communitas,9.43,eduardovegap#0422,2021-09-23T22:00:00.000Z,
1403,272,denver talk tec full  ,for being in Denver talking about <:TEC_full:835017653306654730>,16.5,"griff (💜, 💜)#8888",2021-09-17T22:00:00.000Z,
1404,273,transpar budget debat 😄,for a transparency budget debate 😄,18.32,iviangita#3204,2021-09-21T22:00:00.000Z,
1405,274,ad te academi commonsstack convict vote send remind vote vote ,"for adding TE Academy to CommonsStack Conviction voting and sending out reminders to vote! You should vote, too!",11.75,"griff (💜, 💜)#8888",2021-09-12T22:00:00.000Z,
1407,276,great develop he’,for the great developments that he’s been doing,11.25,ygg_anderson#4998,2021-09-23T22:00:00.000Z,
1413,282,success graviton train session,for the successful Graviton training session,2.75,durgadas#9280,2021-09-23T22:00:00.000Z,
1414,283,push dashboard us,for pushing the dashboard for us,6.6,VitorNunes#0090,2021-09-23T22:00:00.000Z,
1424,293,transcrib prais awesom reliabl partner 🙌,for transcribing all the praise and being an awesome and reliable partner 🙌,12.07,Mount Manu#3530,2021-09-23T22:00:00.000Z,
1426,295,amaz session graviton train,for the amazing session of the Graviton training,2.75,durgadas#9280,2021-09-23T22:00:00.000Z,
1427,296,bring graviti giveth,for bringing Gravity in Giveth,17.0,karmaticacid#1218,2021-09-23T22:00:00.000Z,
1429,298,develop progress ccd,for their development progress on the CCD,7.35,VitorNunes#0090,2021-09-22T22:00:00.000Z,
1431,300,get poap boat readi graviton train 🙏🏻,for getting the POAP boat ready for the Graviton training 🙏🏻,13.0,mheuer#9922,2021-09-17T22:00:00.000Z,
1435,304,graviton train ,for his Graviton training.,2.75,durgadas#9280,2021-09-20T22:00:00.000Z,
1441,310,welcom data collector bot made communita wg ,for the welcoming data collector bot he made for the communitas wg!!!,17.0,Vyvy-vi#5040,2021-09-19T22:00:00.000Z,
1444,313,facilit graviton train,for facilitating the Graviton training,2.75,durgadas#9280,2021-09-23T22:00:00.000Z,
1445,314,great idea vote type session,for the great ideas on our voting types session,12.63,Juankbell#7458,2021-09-06T22:00:00.000Z,
1446,315,improv dashboard,for improving the dashboard,9.35,VitorNunes#0090,2021-09-02T22:00:00.000Z,
1447,316,develop progress ccd,for development progress on the CCD,9.35,VitorNunes#0090,2021-09-23T22:00:00.000Z,
1448,317,super cool new contributor dashboard idea,for super cool new contributor dashboard ideas,12.25,Mount Manu#3530,2021-09-27T22:00:00.000Z,
1450,319,put forth comm propos,for putting forth the Comms proposal,15.0,chuygarcia.eth#6692,2021-09-02T22:00:00.000Z,
1453,322,amaz push dashboard start come we’r eager tri ,for the amazing push on the dashboard which is starting to come out (and we’re all eager to try it out),15.53,VitorNunes#0090,2021-09-17T22:00:00.000Z,
1455,324,alway ad kind whatev,for always adding kindness to whatever she does,13.75,Tam2140#9361,2021-09-23T22:00:00.000Z,
1456,325,organ vote analysi snapshot group amaz ,for organizing the voting analysis on snapshot group - that was amazing!,12.07,Zeptimus#3359,2021-09-17T22:00:00.000Z,
1457,326,present first session semest graviton train ,for presenting the first session for this semester of Graviton training.,17.0,durgadas#9280,2021-09-20T22:00:00.000Z,
1459,328,graviton train 🧑🏻‍🚀,for the Graviton training 🧑🏻‍🚀,11.55,Juankbell#7458,2021-09-17T22:00:00.000Z,
1460,329,drive tec research studi 📚,for driving the TEC research studies 📚,17.0,K.#9150,2021-09-09T22:00:00.000Z,
1461,330,vote aid snapshot video,for the vote aid snapshot video,4.03,Zeptimus#3359,2021-09-02T22:00:00.000Z,
1467,336,graviton train prepar 🧑🏻‍🚀,for all the Graviton training preparations 🧑🏻‍🚀,11.55,Juankbell#7458,2021-09-17T22:00:00.000Z,
1468,337,creat communita wg 🏘️,for creating the Communitas WG 🏘️,4.5,eduardovegap#0422,2021-09-17T22:00:00.000Z,
1469,338,polycentr govern section gitbook 📚,for the polycentric governance section on Gitbook 📚,21.0,JessicaZartler#2263,2021-09-17T22:00:00.000Z,
1470,339,new communita wg 🏘️,for the new Communitas WG 🏘️,6.85,eduardovegap#0422,2021-09-17T22:00:00.000Z,
1478,347,willing improv alway great construct call graviti transpar process,for his willingness to improve always and for having a great constructive call about the gravity transparency process,17.75,Juankbell#7458,2021-09-21T22:00:00.000Z,
1481,350,push hard ccd,for pushing it hard with the CCD,8.43,karmaticacid#1218,2021-09-23T22:00:00.000Z,
1483,352,valuabl st graviton train session,for a valuable 1st Graviton Training session,3.5,durgadas#9280,2021-09-23T22:00:00.000Z,
1493,362,push common configur dashboard forward,for pushing the Commons Configuration Dashboard forward,19.32,karmaticacid#1218,2021-09-23T22:00:00.000Z,
1502,371,new communita wg 🏘️,for the new Communitas WG 🏘️,4.03,anna-marie#8824,2021-09-17T22:00:00.000Z,
1506,375,vote session ✌🏻,for the voting sessions ✌🏻,10.75,Juankbell#7458,2021-09-17T22:00:00.000Z,
1507,376,tec sourc section gitbook 🔥,for your TEC source section on GitBook 🔥,9.07,natesuits#4789,2021-09-17T22:00:00.000Z,
1508,377,flexibl bi weekli sync kind miss wednesday meet folk wonder 💚,for being flexible with my bi-weekly sync and so kind when I missed our wednesday meeting.  You folks are wonderful 💚,12.0,iviangita#3204,2021-09-22T22:00:00.000Z,
1509,378,take part reward system call 📊,for taking part in the rewards system call 📊,6.0,ygg_anderson#4998,2021-09-18T22:00:00.000Z,
1514,383,creat communita wg 🏘️,for creating the Communitas WG 🏘️,5.28,anna-marie#8824,2021-09-17T22:00:00.000Z,
1516,385,wonder   today,for a wonderful 1-1 today,8.25,Juankbell#7458,2021-09-20T22:00:00.000Z,
1517,386,activ particip agav call,for their active participation in the AGAVE call,2.23,"sem(🌸,🐝)#0161",2021-09-09T22:00:00.000Z,
1519,388,agre sunday call tam 🤙🏻,for agreeing to have a Sunday call with Tam 🤙🏻,12.0,Juankbell#7458,2021-09-17T22:00:00.000Z,
1522,391,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,8.75,acidlazzer#5796,2021-09-09T22:00:00.000Z,
1525,394,tec sourc page use,for the TEC Source page. This is so useful,11.07,natesuits#4789,2021-09-13T22:00:00.000Z,
1528,397,reach ,for reaching out.,7.75,karmaticacid#1218,2021-09-29T22:00:00.000Z,
1533,402,drive tec research studi 📚,for driving the TEC research studies 📚,9.5,liviade#1387,2021-09-09T22:00:00.000Z,
1538,407,engag new member tec,for their engagement as new members in the TEC,7.5,andrej#6442,2021-09-29T22:00:00.000Z,
1540,409,constant contribut insight cultur layer web develop,for her constant contributions and insights into the cultural layers of Web3 development,7.0,liviade#1387,2021-09-23T22:00:00.000Z,
1541,410,promot transpar,for promoting transparency,12.75,iviangita#3204,2021-09-02T22:00:00.000Z,
1542,411,visibl tec,for all the visibility the TEC is having,10.0,acidlazzer#5796,2021-09-23T22:00:00.000Z,
1543,412,champion tec agreement,for championing the TEC agreements,9.5,anna-marie#8824,2021-09-02T22:00:00.000Z,
1548,417,cook partnership symmetr,for cooking up the partnership with Symmetric,8.5,chuygarcia.eth#6692,2021-09-23T22:00:00.000Z,
1549,418,coordin prais bot updat 💫,for coordinating the praise bot updates 💫,9.25,iviangita#3204,2021-09-26T22:00:00.000Z,
1550,419,deep dive prais data model 🤓 📊,for deep diving into praise data models 🤓 📊,11.25,rdfbbx#6437,2021-09-18T22:00:00.000Z,
1556,425,hit dm give posit affirm idea way think super time need 💜,for hitting me up in my DMs to give my positive affirmation for my ideas and way of thinking - it was super timely and needed 💜,9.67,ygg_anderson#4998,2021-09-22T22:00:00.000Z,
1559,428,flexibl bi weekli sync kind miss wednesday meet folk wonder 💚,for being flexible with my bi-weekly sync and so kind when I missed our wednesday meeting.  You folks are wonderful 💚,9.25,chuygarcia.eth#6692,2021-09-22T22:00:00.000Z,
1560,429,engag agav propos debat forum post,for engaging in the AGAVE proposal debates and forum posts,10.5,Mount Manu#3530,2021-09-15T22:00:00.000Z,
1561,430,around discord commun tam hasn’t interact yet,for being around our Discord community and Tam hasn’t interacted with them yet,8.5,mheuer#9922,2021-09-02T22:00:00.000Z,
1562,431,push vote week,for pushing the voting for this week,13.25,Juankbell#7458,2021-09-23T22:00:00.000Z,
1563,432,constantli provid guidanc,for constantly providing guidance,9.25,🐙 octopus#5508,2021-09-23T22:00:00.000Z,
1565,434,interest research graviti process,for their interest and research on the Gravity processes,8.0,innov8tor3#3988,2021-09-06T22:00:00.000Z,
1567,436,super success hatcher outreach vote  govern giveback propos highest voter turnout date ,for super successful Hatcher outreach for voting on the 75% Governance Giveback proposal! Highest voter turnout to date!,10.5,eduardovegap#0422,2021-09-27T22:00:00.000Z,
1568,437,great idea vote type session,for the great ideas on our voting types session,8.7,iviangita#3204,2021-09-06T22:00:00.000Z,
1569,438,push common configur dashboard forward,for pushing the Commons Configuration Dashboard forward,11.25,markop#2007,2021-09-23T22:00:00.000Z,
1572,441,get poap boat readi graviton train 🙏🏻,for getting the POAP boat ready for the Graviton training 🙏🏻,13.25,acidlazzer#5796,2021-09-17T22:00:00.000Z,
1573,442,keep eye mani forum post engag enthusiast commun member ✨,for keeping an eye in so many forum posts and for being an engaged and enthusiastic community member ✨,10.0,GideonRo#3175,2021-09-12T22:00:00.000Z,
1574,443,passion uniqu idea puppi singular valu lab bring commun,"for your passion and unique ideas, for the puppy you have and for the singular value that Labs brings to our community",9.25,ygg_anderson#4998,2021-09-23T22:00:00.000Z,
1575,444,continu studi sourcecr investig best way us analyz data ,for continuing to study sourcecred and for investigating the best way for us to analyze the data!,4.03,mateodaza#3156,2021-09-12T22:00:00.000Z,
1583,452,constantli explor new technic possibl,for constantly exploring new technical possiblities,10.0,"sem(🌸,🐝)#0161",2021-09-15T22:00:00.000Z,
1586,455,guidanc week welcom last lab session,for guidance during this week and being so welcoming during last labs session,8.5,ygg_anderson#4998,2021-09-16T22:00:00.000Z,
1589,458,orient video collabor,for orientation video collaboration,9.32,chuygarcia.eth#6692,2021-09-20T22:00:00.000Z,
1592,461,draft letter commun coingeko econoni ,for drafting the letter to communicate with coingeko about our econony!,12.5,David (please DYOR...)#4116,2021-09-20T22:00:00.000Z,
1593,462,ad wg fund food thought document ,for adding to the WG funding food for thought document!,10.0,Mount Manu#3530,2021-09-20T22:00:00.000Z,
1594,463,let know stay graviti room graviti call dont miss it🌞🧡,for letting me know we stay on the gravity room for the gravity call so i dont miss it🌞🧡,12.5,karmaticacid#1218,2021-09-20T22:00:00.000Z,
1595,464,alway contagi dilig initi,for always being contagious with his diligence and initiative,8.5,"griff (💜, 💜)#8888",2021-09-02T22:00:00.000Z,
1605,474,massag sourcecr set prepar common upgrad ,for massaging the SourceCred settings in preparation of the commons upgrade!,4.53,mateodaza#3156,2021-09-28T22:00:00.000Z,
1609,478,ultim garden present mani close commun ,for being the ultimate gardeners! so present in many close communities!!,10.5,mafer_cordovas#1034,2021-09-29T22:00:00.000Z,
1612,481,particip give super valuabl insight synthesi instanti implement two initi,"for participating and giving super valuable insights/synthesis on how to instantiate, implement the two initiatives",8.75,Zeptimus#3359,2021-09-28T22:00:00.000Z,
1613,482,amaz talk david 🔥,for the amazing talk he had with David 🔥,8.75,Zeptimus#3359,2021-09-09T22:00:00.000Z,
1614,483,engag new member tec,for their engagement as new members in the TEC,9.25,jugaadbhatia#0949,2021-09-29T22:00:00.000Z,
1615,484,particip give super valuabl insight synthesi instanti implement two initi,"for participating and giving super valuable insights/synthesis on how to instantiate, implement the two initiatives",8.75,chuygarcia.eth#6692,2021-09-28T22:00:00.000Z,
1616,485,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,10.5,"griff (💜, 💜)#8888",2021-09-09T22:00:00.000Z,
1617,486,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,9.25,Santiago#0325,2021-09-09T22:00:00.000Z,
1618,487,fuck awesom curs necessari accuraci 🔥,for being fucking* awesome (*cursing necessary for accuracy) 🔥,4.53,"griff (💜, 💜)#8888",2021-09-09T22:00:00.000Z,
1619,488,run te scout idea push forward cool realli understood today,for running with the TE Scouts idea and pushing it forward SO COOL! I only really understood it today,11.25,chuygarcia.eth#6692,2021-09-01T22:00:00.000Z,
1620,489,contribut comm wg,for their contributions to the Comms WG,9.25,chuygarcia.eth#6692,2021-09-23T22:00:00.000Z,
1622,491,consid everi cultur aspect — it’ incred ,for considering every cultural aspect — it’s incredible how you do that!,8.75,liviade#1387,2021-09-23T22:00:00.000Z,
1624,493,run te scout idea push forward cool realli understood today,for running with the TE Scouts idea and pushing it forward SO COOL! I only really understood it today,12.5,eduardovegap#0422,2021-09-01T22:00:00.000Z,
1627,496,alway record everyth 🎥,for always being there to record everything 🎥,8.32,Zeptimus#3359,2021-09-17T22:00:00.000Z,
1629,498,talk priorit peopl planet berlin ,for his talk on Re-prioritizing People and the Planet at Berlin 2019,9.25,JeffEmmett#7202,2021-09-01T22:00:00.000Z,
1633,502,ultim garden present mani close commun ,for being the ultimate gardeners! so present in many close communities!!,12.5,Yineisy Mota#1449,2021-09-29T22:00:00.000Z,
1634,503,consid everi cultur aspect — it’ incred ,for considering every cultural aspect — it’s incredible how you do that!,10.0,eduardovegap#0422,2021-09-23T22:00:00.000Z,
1635,504,total take orient week,for totally taking over the orientation this week,9.82,anna-marie#8824,2021-09-02T22:00:00.000Z,
1636,505,drive tec research studi 📚,for driving the TEC research studies 📚,10.0,Suga#8514,2021-09-09T22:00:00.000Z,
1637,506,coordin compet charisma 🙌🏻,"for her coordination, competence, and charisma 🙌🏻",11.75,Tam2140#9361,2021-09-17T22:00:00.000Z,
1646,515,thought post manag dao treasuri,for his thoughtful post about managing DAO treasuries,15.0,Caeser (PST)#0046,2021-09-02T22:00:00.000Z,
1647,516,develop communita wg 🎖️,for developing the Communitas WG 🎖️,13.0,anna-marie#8824,2021-09-09T22:00:00.000Z,
1651,520,develop communita wg 🎖️,for developing the Communitas WG 🎖️,11.75,Tam2140#9361,2021-09-09T22:00:00.000Z,
1656,525,keep token engin go 👨🏻‍🏫,for keeping token engineering going 👨🏻‍🏫,15.0,ygg_anderson#4998,2021-09-09T22:00:00.000Z,
1658,527,rd rd graviton train facilit 🙂,for being the 3rd and 4rd Graviton training facilitators 🙂,11.0,ddan#2489,2021-09-29T22:00:00.000Z,
1660,529,rd rd graviton train facilit 🙂,for being the 3rd and 4rd Graviton training facilitators 🙂,10.5,anna-marie#8824,2021-09-29T22:00:00.000Z,
1662,531,continu drive govern common bookclub asia timezon,for continuing to drive the Governing the Commons bookclub in Asia timezone,9.75,gritty67#0518,2021-09-23T22:00:00.000Z,
1668,537,propos invert propos primedao 🧠,for the Proposal Inverter Proposal on PrimeDAO 🧠,13.0,ygg_anderson#4998,2021-09-17T22:00:00.000Z,
1669,538,review tec agreement ,for reviewed TEC agreements.,11.75,anna-marie#8824,2021-09-01T22:00:00.000Z,
1670,539,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,9.75,ygg_anderson#4998,2021-09-09T22:00:00.000Z,
1673,542,part crypto common gather repres tec,for being part of the Crypto Commons Gathering and representing the TEC,13.75,DanKnobelsdorf#0326,2021-09-02T22:00:00.000Z,
1674,543,jump transcrib half commun call prais 🙏🏼,for jumping in to transcribe half of the Community Call praise 🙏🏼,10.5,Mount Manu#3530,2021-09-02T22:00:00.000Z,
1676,545,awesom job front end,for the awesome job in the front-end,11.0,pKrepe#5682,2021-09-02T22:00:00.000Z,
1681,550,part crypto common gather repres tec,for being part of the Crypto Commons Gathering and representing the TEC,11.75,JeffEmmett#7202,2021-09-02T22:00:00.000Z,
1684,553,particip give super valuabl insight synthesi instanti implement two initi,"for participating and giving super valuable insights/synthesis on how to instantiate, implement the two initiatives",10.5,Letty#5399,2021-09-28T22:00:00.000Z,
1689,558,updat prais bot messag deploy bot tec server 🙌,for updating the Praise bot message and re-deploying the bot on TEC server 🙌,10.07,rdfbbx#6437,2021-09-26T22:00:00.000Z,
1693,562,sort github permiss param bot,for sorting out the github permissions for our params bot,9.0,VitorNunes#0090,2021-09-10T22:00:00.000Z,
1694,563,bring topic access person disabl tec,for bringing up the topic of accessibility for persons with disabilities in the TEC,9.75,ALOYSIOUS#3049,2021-09-02T22:00:00.000Z,
1702,571,wrangl feedback ccd,for wrangling feedback on the CCD,12.82,Mount Manu#3530,2021-09-15T22:00:00.000Z,
1708,577,amaz document abc term realli realli well done,for such an amazing document for the ABC Terms really really well done,12.5,Caeser (PST)#0046,2021-09-16T22:00:00.000Z,
1711,580,alway legal wg,for always being there for the Legal WG,13.75,Caeser (PST)#0046,2021-09-02T22:00:00.000Z,
1712,581,take legal santi away,for taking on Legal while Santi was away,11.25,Tam2140#9361,2021-09-02T22:00:00.000Z,
1714,583,meticul,for being so meticulous,4.25,iviangita#3204,2021-09-02T22:00:00.000Z,
1715,584,hang griff vienna,for hanging out with Griff in Vienna,4.25,DanKnobelsdorf#0326,2021-09-17T22:00:00.000Z,
1716,585,hang griff vienna,for hanging out with Griff in Vienna,4.75,JessicaZartler#2263,2021-09-17T22:00:00.000Z,
1722,591,updat prais bot messag deploy bot tec server 🙌,for updating the Praise bot message and re-deploying the bot on TEC server 🙌,12.5,Vyvy-vi#5040,2021-09-26T22:00:00.000Z,
1730,599,vienna deep dive 🧙🏻‍♂️,for the Vienna deep dives! 🧙🏻‍♂️,6.0,JessicaZartler#2263,2021-09-17T22:00:00.000Z,
1740,609,activ tec lab,for being active in TEC Labs,7.78,ygg_anderson#4998,2021-09-23T22:00:00.000Z,
1747,616,success launch nd graviton train,for successfully launching the 2nd Graviton training,11.03,Juankbell#7458,2021-09-23T22:00:00.000Z,
1748,617,consid everi cultur aspect — it’ incred ,for considering every cultural aspect — it’s incredible how you do that!,12.5,divine_comedian#5493,2021-09-23T22:00:00.000Z,
1753,622,visibl tec,for all the visibility the TEC is having,7.25,iviangita#3204,2021-09-23T22:00:00.000Z,
1756,625,encourag research snapshot vote go dentist 😄,for encouraging research on snapshot votes and going to the dentist 😄,1.2,Zeptimus#3359,2021-09-06T22:00:00.000Z,
1761,630,set hubspot 🦾,for setting up Hubspot 🦾,10.7,natesuits#4789,2021-09-09T22:00:00.000Z,
1764,633,comm dao 😛,for the Comms DAO 😛,7.75,chuygarcia.eth#6692,2021-09-09T22:00:00.000Z,
1765,634,carri legal one wg sometim get overshadow,"for carrying legal, which is one of the WGs that sometimes get overshadowed",10.82,Caeser (PST)#0046,2021-09-23T22:00:00.000Z,
1769,638,contribut comm wg,for their contributions to the Comms WG,4.75,iviangita#3204,2021-09-23T22:00:00.000Z,
1770,639,realli focus us especi wanna jet differ direct,"for really focusing all of us, especially when we wanna jet off in different directions",13.75,Tam2140#9361,2021-09-23T22:00:00.000Z,
1771,640,organ graviton train,for organizing the Graviton training,11.03,Juankbell#7458,2021-09-20T22:00:00.000Z,
1777,646,invit chuy present 👨🏻‍🏫,for inviting Chuy to a presentation 👨🏻‍🏫,4.0,anna-marie#8824,2021-09-17T22:00:00.000Z,
1780,649,creativ today love idea ,for creativity today!  Love the idea!,8.75,iviangita#3204,2021-09-29T22:00:00.000Z,
1781,650,come graphic like perpetu energi machin 👽,for coming with the graphics like a perpetual energy machine 👽,2.65,acidlazzer#5796,2021-09-17T22:00:00.000Z,
1782,651,push common configur dashboard forward,for pushing the Commons Configuration Dashboard forward,6.75,Mount Manu#3530,2021-09-23T22:00:00.000Z,
1785,654,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,6.25,pKrepe#5682,2021-09-09T22:00:00.000Z,
1786,655,post video 📹,for posting the video 📹,2.58,Zeptimus#3359,2021-09-17T22:00:00.000Z,
1787,656,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,3.33,Zeptimus#3359,2021-09-09T22:00:00.000Z,
1790,659,polycentr govern tec tec green  ,for the polycentric governance in TEC <:TEC_green:835409757183279134>,6.25,liviade#1387,2021-09-09T22:00:00.000Z,
1792,661,alway take care detail surround decis commun,for always taking care of details surrounding our decisions as a community,6.25,liviade#1387,2021-09-29T22:00:00.000Z,
1793,662,alway prompt commun call,for always being so prompt to the community calls,4.5,Zeptimus#3359,2021-09-02T22:00:00.000Z,
1795,664,awesom stay safe typhoon 🌪️,for being so awesome and staying safe during the typhoon 🌪️,5.0,iviangita#3204,2021-09-09T22:00:00.000Z,
1797,666,amaz graphic,for his amazing graphics,3.95,acidlazzer#5796,2021-09-09T22:00:00.000Z,
1798,667,connect peopl right place,for connecting people to all the right places,5.5,eduardovegap#0422,2021-09-23T22:00:00.000Z,
1799,668,record prais,for recording praise,7.5,iviangita#3204,2021-09-01T22:00:00.000Z,
1800,669,jump param call learn ,for jumping into the params call to learn more!,4.0,chuygarcia.eth#6692,2021-09-01T22:00:00.000Z,
1801,670,alway provid insight feedback everyth 🤓,for always providing insightful feedback for everything 🤓,6.75,natesuits#4789,2021-09-09T22:00:00.000Z,
1803,672,great job overal tec commun 🎖️,for doing a great job overall in the TEC community 🎖️,5.0,liviade#1387,2021-09-09T22:00:00.000Z,
1806,675,amaz graphic time 🧑🏻‍🎨,for all the amazing graphics all the time 🧑🏻‍🎨,5.58,acidlazzer#5796,2021-09-17T22:00:00.000Z,
1808,677,engag new member tec,for their engagement as new members in the TEC,4.5,Mert Ozd#6679,2021-09-29T22:00:00.000Z,
1809,678,engag agav propos debat forum post,for engaging in the AGAVE proposal debates and forum posts,6.0,santigs#9769,2021-09-15T22:00:00.000Z,
1810,679,invit zeugh commun,for inviting Zeugh into the community,5.5,liviade#1387,2021-09-23T22:00:00.000Z,
1814,683,mani great idea,for so many great ideas,5.75,eduardovegap#0422,2021-09-02T22:00:00.000Z,
1822,691,feedback wrangl ccd,for feedback wrangling on the CCD,6.75,Mount Manu#3530,2021-09-23T22:00:00.000Z,
1824,693,grandios code chair look like throne,for having a grandiose coding chair that looks like a throne,5.0,VitorNunes#0090,2021-09-02T22:00:00.000Z,
1826,695,vote session ✌🏻,for the voting sessions ✌🏻,7.5,iviangita#3204,2021-09-17T22:00:00.000Z,
1828,697,back commun call prais,for backing up the community call praise,7.5,Juankbell#7458,2021-09-02T22:00:00.000Z,
1830,699,around discord commun tam hasn’t interact yet,for being around our Discord community and Tam hasn’t interacted with them yet,6.25,innov8tor3#3988,2021-09-02T22:00:00.000Z,
1831,700,feedback wrangl ccd,for feedback wrangling on the CCD,6.75,Mount Manu#3530,2021-09-22T22:00:00.000Z,
1833,702,onboard prais,for onboarding me to praise,6.0,iviangita#3204,2021-09-16T22:00:00.000Z,
1836,705,new member contribut convers omega 🙌🏻,for being a new member and contributing to the conversation in Omega 🙌🏻,6.0,Mert Ozd#6679,2021-09-17T22:00:00.000Z,
1837,706,amaz common swarm call done yesterday ,for the amazing commons swarm call that was done yesterday!,4.5,chuygarcia.eth#6692,2021-09-06T22:00:00.000Z,
1839,708,inspir 🧚🏻‍♀️,for her inspiration 🧚🏻‍♀️,5.5,liviade#1387,2021-09-17T22:00:00.000Z,
1844,713,creativ,for Creativity,9.25,Mount Manu#3530,2021-09-29T22:00:00.000Z,
1846,715,creat great meme today meme parti ,for creating some great memes at today's Meme party.,5.33,Kris#8703,2021-09-23T22:00:00.000Z,
1848,717,engag new member tec,for their engagement as new members in the TEC,7.25,MS#4235,2021-09-29T22:00:00.000Z,
1849,718,creat great meme today meme parti ,for creating some great memes at today's Meme party.,7.25,Vyvy-vi#5040,2021-09-23T22:00:00.000Z,
